id,playtime_forever,genres,year
34650,3980.0,Action,2015
34670,754.0,Indie,2015
34670,754.0,Strategy,2015
34670,754.0,Casual,2015
34800,2210.0,Simulation,2013
34810,3034.0,Action,2015
34810,3034.0,Strategy,2015
34820,15365.0,Action,2014
34830,481614.0,Action,2013
34860,1576.0,Action,2013
34860,1576.0,Indie,2013
34860,1576.0,Simulation,2013
34860,1576.0,Strategy,2013
34860,1576.0,RPG,2013
34860,1576.0,Adventure,2013
34870,516831.0,Action,2024
34870,516831.0,Strategy,2024
34900,332222.0,RPG,2014
34900,332222.0,Adventure,2014
34900,332222.0,Action,2014
34920,4218.0,Action,2011
34920,4218.0,Indie,2011
34920,4218.0,RPG,2011
35000,76434.0,Indie,2014
35000,76434.0,Casual,2014
35010,169078.0,Simulation,2014
35010,169078.0,Casual,2014
35030,98.0,Simulation,2013
35070,2932.0,Simulation,2015
35130,127850.0,Action,2014
35140,2834784.0,Action,2024
35300,485.0,Action,2024
35310,2272.0,Action,2024
35320,12079.0,Action,2024
35420,119639.0,Indie,2024
35450,9225814.0,Action,2024
35460,57795.0,Action,2015
35470,35.0,Action,2014
35470,35.0,Free to Play,2014
35480,149956.0,Action,2024
35500,44994.0,Action,2014
35510,14456.0,Action,2015
35600,5857.0,Action,2024
35700,562302.0,Action,2015
35720,1419758.0,Indie,2012
35800,74722.0,Action,2015
35800,74722.0,Adventure,2015
36000,26158.0,Adventure,2012
36000,26158.0,Indie,2012
36000,26158.0,RPG,2012
36000,26158.0,Casual,2012
36100,680.0,Action,2015
36100,680.0,Indie,2015
36110,1394.0,Action,2024
36120,2330.0,Action,2024
36120,2330.0,Indie,2024
36120,2330.0,Casual,2024
36130,0.0,Strategy,2024
36140,0.0,Action,2015
36140,0.0,Simulation,2015
36150,200.0,Action,2024
36150,200.0,Sports,2024
36160,1317.0,Strategy,2024
36170,3538.0,Action,2024
36170,3538.0,Indie,2024
36170,3538.0,Strategy,2024
36180,1163.0,Action,2015
36180,1163.0,Indie,2015
36180,1163.0,Strategy,2015
36190,546.0,Action,2015
36190,546.0,Indie,2015
36190,546.0,Strategy,2015
36200,378.0,Action,2024
36200,378.0,Indie,2024
36200,378.0,Strategy,2024
36210,7292.0,Action,2014
36210,7292.0,Indie,2014
36210,7292.0,Strategy,2014
36240,103.0,Action,2014
36240,103.0,Indie,2014
36240,103.0,Strategy,2014
36270,0.0,RPG,2015
36270,0.0,Strategy,2015
36280,0.0,Action,2015
36290,0.0,Action,2024
36300,880.0,Action,2024
36310,920.0,Action,2024
36320,0.0,Action,2024
36620,931668.0,Action,2015
36630,383080.0,Adventure,2015
36700,7081.0,Action,2015
36700,7081.0,Indie,2015
36900,11.0,Action,2024
36900,11.0,Strategy,2024
36900,11.0,Simulation,2024
36910,69.0,Animation &amp; Modeling,2015
37000,19588.0,Action,2015
37000,19588.0,Indie,2015
37010,4884.0,Action,2015
37010,4884.0,Indie,2015
37010,4884.0,Strategy,2015
37030,25854.0,Action,2024
37100,3414.0,Action,2024
37100,3414.0,Indie,2024
37200,4024.0,Action,2015
37200,4024.0,RPG,2015
37210,3360.0,Strategy,2015
37220,1910.0,Strategy,2013
37230,333.0,Strategy,2012
37240,2770.0,Strategy,2012
37250,457.0,Strategy,2013
37260,470.0,Casual,2015
37260,470.0,Simulation,2015
37270,3016.0,Strategy,2014
37280,2379.0,Strategy,2014
37290,3.0,Adventure,2014
37290,3.0,Indie,2014
37290,3.0,Action,2014
37300,373.0,Action,2015
37310,821.0,Action,2014
37310,821.0,RPG,2014
37320,365.0,Action,2024
37320,365.0,Racing,2024
37330,102.0,Action,2024
37330,102.0,Adventure,2024
37340,22.0,Action,2015
37340,22.0,Strategy,2015
37340,22.0,RPG,2015
37340,22.0,Indie,2015
37350,113.0,Strategy,2014
37360,215.0,Casual,2014
37360,215.0,Simulation,2014
37370,48.0,Casual,2014
37370,48.0,Simulation,2014
37380,0.0,Casual,2013
37380,0.0,Simulation,2013
37390,896.0,Casual,2015
37390,896.0,Simulation,2015
37400,12956.0,Casual,2014
37400,12956.0,Simulation,2014
37420,13012.0,Casual,2014
37420,13012.0,Simulation,2014
37500,2466.0,Casual,2015
37500,2466.0,Simulation,2015
37600,9605.0,Casual,2024
37600,9605.0,Simulation,2024
37700,34587.0,Casual,2014
37700,34587.0,Simulation,2014
37800,3871.0,Casual,2015
37800,3871.0,Simulation,2015
37900,5881.0,Casual,2024
37900,5881.0,Simulation,2024
37910,664.0,Casual,2024
37910,664.0,Simulation,2024
37920,177.0,Casual,2015
37920,177.0,Simulation,2015
37930,1059.0,Casual,2014
37930,1059.0,Simulation,2014
37940,187.0,Casual,2015
37940,187.0,Simulation,2015
37950,49.0,Casual,2013
37950,49.0,Simulation,2013
37960,11166.0,Casual,2015
37960,11166.0,Simulation,2015
37970,8490.0,Casual,2014
37970,8490.0,Simulation,2014
37980,7685.0,Casual,2014
37980,7685.0,Simulation,2014
37990,3890.0,Casual,2014
37990,3890.0,Simulation,2014
38000,809.0,Casual,2014
38000,809.0,Simulation,2014
38010,174.0,Casual,2013
38010,174.0,Simulation,2013
38020,699.0,Casual,2013
38020,699.0,Simulation,2013
38030,11.0,Casual,2012
38030,11.0,Simulation,2012
38040,0.0,Casual,2012
38040,0.0,Simulation,2012
38050,1440.0,Casual,2024
38050,1440.0,Simulation,2024
38050,1440.0,Education,2024
38060,14895.0,Adventure,2014
38060,14895.0,Indie,2014
38070,373.0,Indie,2015
38070,373.0,Strategy,2015
38080,974.0,Action,2015
38080,974.0,Indie,2015
38080,974.0,Strategy,2015
38080,974.0,Adventure,2015
38080,974.0,Massively Multiplayer,2015
38090,166.0,Casual,2015
38090,166.0,Simulation,2015
38100,297.0,Casual,2012
38100,297.0,Simulation,2012
38110,9967.0,Action,2015
38110,9967.0,Indie,2015
38110,9967.0,Adventure,2015
38120,2229.0,Simulation,2013
38120,2229.0,Strategy,2013
38130,4731.0,Strategy,2015
38130,4731.0,Casual,2015
38130,4731.0,Simulation,2015
38140,3904.0,Strategy,2015
38150,364.0,Action,2015
38150,364.0,Indie,2015
38160,110.0,Free to Play,2015
38160,110.0,Massively Multiplayer,2015
38160,110.0,RPG,2015
38170,7539.0,Action,2015
38170,7539.0,Adventure,2015
38180,1239.0,Action,2015
38180,1239.0,Adventure,2015
38190,146.0,Action,2014
38190,146.0,Adventure,2014
38190,146.0,Strategy,2014
38190,146.0,RPG,2014
38190,146.0,Indie,2014
38200,280.0,Action,2014
38200,280.0,Adventure,2014
38200,280.0,Indie,2014
38200,280.0,Simulation,2014
38200,280.0,Strategy,2014
38200,280.0,Massively Multiplayer,2014
38210,828.0,Action,2014
38220,36168.0,RPG,2015
38220,36168.0,Adventure,2015
38220,36168.0,Action,2015
38230,5024.0,Action,2014
38230,5024.0,RPG,2014
38240,372.0,RPG,2014
38240,372.0,Adventure,2014
38240,372.0,Action,2014
38400,365367.0,Casual,2014
38400,365367.0,Simulation,2014
38410,382964.0,Casual,2015
38410,382964.0,Simulation,2015
38420,87675.0,Action,2015
38420,87675.0,Adventure,2015
38420,87675.0,Indie,2015
38430,9524.0,Action,2014
38430,9524.0,Adventure,2014
38430,9524.0,Free to Play,2014
38440,17408.0,Racing,2024
38450,322.0,Adventure,2015
38450,322.0,Indie,2015
38460,4240.0,Indie,2012
38460,4240.0,Strategy,2012
38480,1895.0,Action,2014
38480,1895.0,Free to Play,2014
38480,1895.0,Massively Multiplayer,2014
38490,1298.0,Strategy,2013
38530,686.0,Strategy,2024
38600,289297.0,Strategy,2015
38600,289297.0,Indie,2015
38600,289297.0,Simulation,2015
38700,75581.0,Action,2015
38700,75581.0,Indie,2015
38720,98594.0,Action,2014
38720,98594.0,Adventure,2014
38720,98594.0,Indie,2014
38740,80045.0,Action,2014
38740,80045.0,Indie,2014
38740,80045.0,Simulation,2014
38740,80045.0,Casual,2014
38830,262424.0,Adventure,2024
38900,26857.0,Action,2014
39000,396784.0,Action,2014
39110,2246.0,Action,2015
39120,7437432.0,Action,2014
39120,7437432.0,Adventure,2014
39120,7437432.0,Massively Multiplayer,2014
39140,1504005.0,Action,2014
39140,1504005.0,Adventure,2014
39150,729564.0,Action,2012
39150,729564.0,Adventure,2012
39160,289722.0,Racing,2015
39190,92002.0,Action,2014
39190,92002.0,Adventure,2014
39200,108916.0,Racing,2024
39210,7562552.0,Racing,2024
39250,335.0,Racing,2014
39260,3480.0,Racing,2024
39300,0.0,RPG,2024
39300,0.0,Strategy,2024
39310,27.0,Action,2015
39320,2.0,Action,2014
39330,0.0,Action,2013
39350,0.0,Action,2014
39360,0.0,Action,2014
39370,7.0,Action,2014
39380,0.0,Simulation,2013
39500,65463.0,Simulation,2013
39510,79115.0,Simulation,2024
39520,4749.0,Strategy,2015
39530,85197.0,Strategy,2014
39540,79992.0,Strategy,2014
39550,70604.0,Strategy,2014
39560,12563.0,Strategy,2014
39600,926.0,Simulation,2014
39610,2.0,Action,2024
39610,2.0,Adventure,2024
39610,2.0,Indie,2024
39620,521.0,Action,2014
39620,521.0,Indie,2014
39630,1434.0,Action,2015
39630,1434.0,Adventure,2015
39640,2285.0,Action,2024
39640,2285.0,Indie,2024
39650,87448.0,Racing,2014
39650,87448.0,Simulation,2014
39650,87448.0,Sports,2014
39660,33924.0,Simulation,2014
39670,21894.0,Adventure,2024
39670,21894.0,Indie,2024
39680,235679.0,Adventure,2015
39680,235679.0,Indie,2015
39690,105093.0,Strategy,2015
39690,105093.0,Casual,2015
39710,16.0,Strategy,2015
39710,16.0,Casual,2015
39800,289256.0,Action,2014
39800,289256.0,Adventure,2014
39800,289256.0,Casual,2014
39800,289256.0,Free to Play,2014
39800,289256.0,Massively Multiplayer,2014
39800,289256.0,RPG,2014
39800,289256.0,Simulation,2014
39900,38.0,Strategy,2013
39900,38.0,Indie,2013
39900,38.0,Casual,2013
40000,134512.0,Action,2013
40000,134512.0,Adventure,2013
40100,4472940.0,Action,2012
40100,4472940.0,Adventure,2012
40200,484.0,Action,2013
40200,484.0,Adventure,2013
40210,203.0,Simulation,2013
40300,203689.0,Action,2013
40300,203689.0,Simulation,2013
40300,203689.0,Strategy,2013
40320,3602.0,Action,2013
40320,3602.0,Adventure,2013
40330,9795.0,Action,2024
40330,9795.0,Simulation,2024
40330,9795.0,Strategy,2024
40340,2343.0,Casual,2024
40340,2343.0,Simulation,2024
40350,4666.0,Adventure,2024
40350,4666.0,Indie,2024
40370,22748.0,Casual,2024
40370,22748.0,Simulation,2024
40380,21146.0,Adventure,2015
40380,21146.0,Action,2015
40390,284095.0,Simulation,2015
40400,208985.0,RPG,2024
40400,208985.0,Strategy,2024
40420,7697.0,Strategy,2015
40500,3143.0,Strategy,2015
40700,148539.0,Action,2024
40720,6349.0,Simulation,2014
40720,6349.0,Strategy,2014
40800,2463335.0,Casual,2014
40800,2463335.0,Simulation,2014
40920,241943.0,Casual,2014
40920,241943.0,Simulation,2014
40930,22938.0,Casual,2015
40930,22938.0,Simulation,2015
40950,187952.0,Casual,2015
40950,187952.0,Simulation,2015
40960,36032.0,RPG,2014
40960,36032.0,Action,2014
40960,36032.0,Adventure,2014
40970,183040.0,Simulation,2014
40980,20501.0,Indie,2014
40980,20501.0,Casual,2014
40990,45524.0,Adventure,2015
40990,45524.0,Casual,2015
41000,423155.0,Racing,2015
41050,59140.0,Racing,2014
41060,37209.0,Action,2024
41060,37209.0,Indie,2024
41070,1518355.0,Racing,2024
41100,47629.0,Strategy,2014
41210,135848.0,Simulation,2024
41300,321753.0,Action,2024
41300,321753.0,Strategy,2024
41300,321753.0,Casual,2024
41300,321753.0,Indie,2024
41400,159.0,Action,2014
41400,159.0,Strategy,2014
41500,1775093.0,Indie,2024
41500,1775093.0,Strategy,2024
41600,2030.0,Strategy,2013
41600,2030.0,Indie,2013
41600,2030.0,Simulation,2013
41660,89.0,Casual,2014
41660,89.0,Simulation,2014
41680,0.0,RPG,2015
41680,0.0,Strategy,2015
41700,1398076.0,Action,2015
41730,23912.0,Action,2013
41730,23912.0,RPG,2013
41740,18192.0,Action,2013
41740,18192.0,RPG,2013
41800,306999.0,Indie,2015
41800,306999.0,Strategy,2015
41900,48762.0,Action,2013
41900,48762.0,RPG,2013
42000,1696.0,Action,2015
42000,1696.0,RPG,2015
42120,130636.0,Action,2024
42120,130636.0,RPG,2024
42140,25745.0,Action,2024
42140,25745.0,RPG,2024
42160,2577694.0,Action,2014
42160,2577694.0,Indie,2014
42160,2577694.0,Simulation,2014
42170,84895.0,Action,2015
42170,84895.0,Indie,2015
42170,84895.0,Simulation,2015
42200,1354.0,Adventure,2013
42200,1354.0,Indie,2013
42200,1354.0,Casual,2013
42210,2796.0,Action,2024
42210,2796.0,Simulation,2024
42210,2796.0,Casual,2024
42220,3975.0,Action,2014
42220,3975.0,Indie,2014
42230,2190.0,Action,2014
42230,2190.0,Adventure,2014
42500,35524.0,Strategy,2015
42500,35524.0,Indie,2015
42640,128773.0,Action,2015
42640,128773.0,Indie,2015
42650,323127.0,Casual,2013
42650,323127.0,Indie,2013
42660,5.0,Simulation,2014
42670,13382.0,Casual,2015
42670,13382.0,Simulation,2015
42680,4920089.0,Casual,2015
42680,4920089.0,Simulation,2015
42690,25327699.0,Casual,2014
42690,25327699.0,Simulation,2014
42700,8752303.0,Casual,2014
42700,8752303.0,Simulation,2014
42710,24607492.0,Casual,2014
42710,24607492.0,Simulation,2014
42730,7871.0,Action,2014
42800,973.0,Action,2015
42810,3914.0,Action,2015
42820,123.0,Simulation,2015
42820,123.0,Strategy,2015
42830,141.0,Action,2015
42850,146832.0,Action,2014
42870,1403.0,RPG,2014
42870,1403.0,Strategy,2014
42890,45335.0,Action,2014
42890,45335.0,Indie,2014
42890,45335.0,Adventure,2014
42890,45335.0,Casual,2014
42910,7029628.0,Simulation,2014
42910,7029628.0,Strategy,2014
42920,21507.0,Action,2014
42920,21507.0,Adventure,2014
42920,21507.0,Indie,2014
42920,21507.0,Strategy,2014
42930,1904.0,Casual,2015
42930,1904.0,Indie,2015
42930,1904.0,Strategy,2015
42940,4081.0,Casual,2014
42940,4081.0,Simulation,2014
42950,4417.0,Casual,2014
42950,4417.0,Simulation,2014
42960,1814459.0,Casual,2014
42960,1814459.0,Simulation,2014
42980,13761.0,Simulation,2014
42980,13761.0,Strategy,2014
42990,111393.0,Adventure,2014
43000,72713.0,Casual,2014
43000,72713.0,Simulation,2014
43100,23535.0,Casual,2013
43100,23535.0,Simulation,2013
43110,2604580.0,Casual,2014
43110,2604580.0,Simulation,2014
43160,1954003.0,Action,2014
43190,31501.0,RPG,2014
43190,31501.0,Web Publishing,2014
43500,7326.0,Casual,2024
43500,7326.0,Simulation,2024
43600,1672.0,RPG,2014
44000,560.0,Simulation,2015
44100,5180.0,Casual,2015
44100,5180.0,Simulation,2015
44200,16926.0,Casual,2014
44200,16926.0,Simulation,2014
44310,146817.0,Casual,2024
44310,146817.0,Simulation,2024
44320,849295.0,Action,2015
44340,119070.0,Casual,2015
44340,119070.0,Simulation,2015
44350,1322925.0,Action,2014
44360,86317.0,Action,2024
44360,86317.0,Free to Play,2024
44360,86317.0,Massively Multiplayer,2024
44360,86317.0,RPG,2024
44600,2191.0,Action,2015
44600,2191.0,Indie,2015
44620,73888.0,Adventure,2015
44620,73888.0,Casual,2015
44620,73888.0,Indie,2015
44620,73888.0,RPG,2015
44620,73888.0,Simulation,2015
44630,73958.0,Adventure,2015
44630,73958.0,Indie,2015
44630,73958.0,Simulation,2015
44650,73877.0,Action,2013
44650,73877.0,Adventure,2013
44650,73877.0,Indie,2013
44660,73871.0,Strategy,2024
44670,73869.0,Action,2024
44670,73869.0,Indie,2024
44680,73892.0,Simulation,2024
44690,5008.0,Action,2015
44690,5008.0,Racing,2015
44690,5008.0,Sports,2015
44690,5008.0,Simulation,2015
45000,131952.0,Indie,2013
45100,162981.0,Action,2024
45100,162981.0,Free to Play,2024
45100,162981.0,Indie,2024
45100,162981.0,Strategy,2024
45300,246339.0,Action,2013
45300,246339.0,Indie,2013
45400,49970.0,Action,2013
45400,49970.0,Adventure,2013
45400,49970.0,Casual,2013
45410,11469.0,Action,2024
45410,11469.0,Adventure,2024
45450,38655.0,Indie,2024
45450,38655.0,Casual,2024
45500,25222.0,Action,2015
45500,25222.0,Indie,2015
45500,25222.0,Simulation,2015
45700,293811.0,Action,2015
45700,293811.0,Adventure,2015
45700,293811.0,Indie,2015
45700,293811.0,RPG,2015
45710,5562.0,Action,2014
45710,5562.0,Adventure,2014
45720,8662.0,Action,2013
45720,8662.0,Adventure,2013
45730,1611.0,Action,2024
45730,1611.0,Adventure,2024
45740,838326.0,Action,2024
45740,838326.0,Adventure,2024
45750,126411.0,Action,2014
45750,126411.0,Adventure,2014
45760,3461792.0,Action,2024
45760,3461792.0,Adventure,2024
45770,329246.0,Action,2014
45770,329246.0,Adventure,2014
45900,889.0,Action,2014
45900,889.0,Adventure,2014
46000,9069.0,Action,2015
46200,594.0,Action,2015
46200,594.0,Adventure,2015
46210,208.0,Adventure,2015
46210,208.0,Indie,2015
46210,208.0,RPG,2015
46210,208.0,Action,2015
46210,208.0,Casual,2015
46220,152.0,Action,2015
46220,152.0,Adventure,2015
46230,569.0,Simulation,2014
46250,6644.0,Indie,2014
46250,6644.0,Simulation,2014
46250,6644.0,Sports,2014
46250,6644.0,Strategy,2014
46260,44889.0,Action,2014
46260,44889.0,Adventure,2014
46260,44889.0,Indie,2014
46260,44889.0,RPG,2014
46260,44889.0,Strategy,2014
46260,44889.0,Free to Play,2014
46270,5325.0,Simulation,2014
46280,4563.0,Action,2014
46280,4563.0,Strategy,2014
46280,4563.0,Indie,2014
46280,4563.0,Casual,2014
46290,8911.0,Indie,2014
46290,8911.0,Strategy,2014
46320,2338.0,Action,2014
46320,2338.0,Strategy,2014
46320,2338.0,Indie,2014
46330,20534.0,Action,2014
46330,20534.0,Indie,2014
46330,20534.0,Strategy,2014
46340,14685.0,Action,2014
46350,908.0,Action,2014
46360,8807.0,Action,2014
46370,16278.0,Simulation,2014
46370,16278.0,Casual,2014
46380,3240.0,Action,2013
46400,13097.0,Adventure,2013
46400,13097.0,Indie,2013
46410,19302.0,Adventure,2014
46410,19302.0,Indie,2014
46420,13395.0,Action,2015
46430,28721.0,Action,2014
46430,28721.0,Indie,2014
46430,28721.0,Simulation,2014
46430,28721.0,Casual,2014
46430,28721.0,Strategy,2014
46440,6420.0,RPG,2015
46440,6420.0,Simulation,2015
46440,6420.0,Strategy,2015
46450,41449.0,Massively Multiplayer,2013
46450,41449.0,RPG,2013
46460,6867.0,Action,2013
46480,19137.0,Indie,2013
46480,19137.0,Strategy,2013
46480,19137.0,RPG,2013
46490,8132.0,Action,2014
46500,57243.0,Strategy,2013
46510,27833.0,Action,2015
46520,4780.0,Strategy,2015
46540,34832.0,Action,2024
46540,34832.0,RPG,2024
46540,34832.0,Adventure,2024
46550,76107.0,Casual,2015
46550,76107.0,Sports,2015
46550,76107.0,Strategy,2015
46550,76107.0,Simulation,2015
46560,80550.0,Indie,2015
46560,80550.0,Strategy,2015
46570,9196.0,Action,2015
46570,9196.0,Adventure,2015
46570,9196.0,Free to Play,2015
46600,3320.0,Action,2014
46600,3320.0,Indie,2014
46600,3320.0,Strategy,2014
46600,3320.0,RPG,2014
46600,3320.0,Adventure,2014
46700,407.0,Action,2015
46700,407.0,Adventure,2015
46700,407.0,Indie,2015
46710,346.0,Education,2014
46710,346.0,Software Training,2014
46710,346.0,Utilities,2014
46710,346.0,Web Publishing,2014
46710,346.0,Free to Play,2014
46720,406.0,Action,2014
46720,406.0,Adventure,2014
46730,1993.0,Action,2014
46730,1993.0,Adventure,2014
46740,175891.0,Action,2015
46740,175891.0,Adventure,2015
46750,13302.0,Action,2015
46750,13302.0,Indie,2015
46750,13302.0,Strategy,2015
46760,582.0,Action,2024
46760,582.0,Adventure,2024
46770,63147.0,Simulation,2024
46790,10559.0,Indie,2014
46790,10559.0,Simulation,2014
46790,10559.0,Strategy,2014
46790,10559.0,Casual,2014
46830,747.0,Action,2014
46840,145.0,Action,2012
46840,145.0,Adventure,2012
46840,145.0,Casual,2012
46850,2872.0,Action,2014
46850,2872.0,Indie,2014
47000,33924.0,Action,2015
47000,33924.0,Indie,2015
47000,33924.0,Simulation,2015
47110,1026.0,Action,2014
47110,1026.0,Strategy,2014
47110,1026.0,Indie,2014
47120,0.0,Action,2014
47120,0.0,Adventure,2014
47130,310.0,Design &amp; Illustration,2024
47130,310.0,Web Publishing,2024
47400,316890.0,Strategy,2014
47410,5788261.0,Strategy,2015
47500,2007.0,Strategy,2015
47520,635.0,Action,2024
47540,126887.0,Action,2024
47570,509.0,Action,2014
47700,209578.0,Casual,2013
47700,209578.0,Simulation,2013
47730,2131.0,Action,2024
47780,638127.0,Design &amp; Illustration,2015
47780,638127.0,Web Publishing,2015
47790,430740.0,Action,2024
47790,430740.0,Adventure,2024
47800,50552.0,Action,2024
47800,50552.0,Adventure,2024
47810,3510522.0,Action,2014
47810,3510522.0,Adventure,2014
47830,430959.0,Action,2015
47830,430959.0,Adventure,2015
47850,3183.0,Action,2015
47850,3183.0,Adventure,2015
47870,1216877.0,Action,2015
47870,1216877.0,Indie,2015
47890,6412164.0,Indie,2014
47890,6412164.0,Strategy,2014
47900,564409.0,Design &amp; Illustration,2014
47900,564409.0,Web Publishing,2014
47900,564409.0,RPG,2014
47920,190999.0,Casual,2015
48000,858075.0,Action,2014
48000,858075.0,Strategy,2014
48000,858075.0,Indie,2014
48110,79585.0,Simulation,2015
48120,158946.0,Casual,2015
48120,158946.0,Simulation,2015
48150,592.0,Indie,2015
48150,592.0,RPG,2015
48160,19335.0,Casual,2014
48160,19335.0,Indie,2014
48160,19335.0,Simulation,2014
48160,19335.0,Strategy,2014
48180,71336.0,Casual,2010
48180,71336.0,Indie,2010
48180,71336.0,RPG,2010
48180,71336.0,Strategy,2010
48180,71336.0,Adventure,2010
48180,71336.0,Action,2010
48190,2304501.0,Strategy,2015
48210,273784.0,Strategy,2014
48220,1526309.0,Strategy,2014
48240,2666912.0,Strategy,2014
48700,39616648.0,Strategy,2015
48720,2724003.0,Simulation,2015
48800,137588.0,Action,2015
48800,137588.0,Indie,2015
48800,137588.0,Strategy,2015
48900,5481.0,Indie,2015
48900,5481.0,Strategy,2015
48950,52995.0,Simulation,2014
49000,1062.0,Action,2013
49300,14884.0,Simulation,2015
49320,956.0,Action,2014
49320,956.0,Indie,2014
49320,956.0,Strategy,2014
49330,19795.0,Indie,2024
49330,19795.0,RPG,2024
49330,19795.0,Casual,2024
49330,19795.0,Adventure,2024
49400,243055.0,Action,2014
49400,243055.0,Adventure,2014
49400,243055.0,RPG,2014
49470,943833.0,Strategy,2014
49520,80428584.0,Strategy,2015
49540,532083.0,Strategy,2015
49600,493469.0,Strategy,2015
49700,2540.0,Action,2014
49800,18141.0,Strategy,2015
49810,2972.0,Action,2014
49810,2972.0,RPG,2014
49900,44755.0,Action,2014
50000,9784.0,Simulation,2014
50120,5229.0,Action,2024
50120,5229.0,Casual,2024
50120,5229.0,Indie,2024
50120,5229.0,Strategy,2024
50130,2824310.0,Strategy,2024
50130,2824310.0,Action,2024
50130,2824310.0,Simulation,2024
50130,2824310.0,Adventure,2024
50300,1097938.0,Strategy,2014
50310,148162.0,Strategy,2014
50400,88.0,Strategy,2014
50510,7301.0,Action,2014
50510,7301.0,Adventure,2014
50510,7301.0,Indie,2014
50620,1673629.0,Action,2024
50620,1673629.0,RPG,2024
50640,2434.0,Action,2015
50640,2434.0,RPG,2015
50650,2018300.0,Action,2014
50650,2018300.0,RPG,2014
50800,640.0,Action,2024
50800,640.0,RPG,2024
50820,24420.0,Strategy,2013
50900,547.0,Action,2015
50900,547.0,RPG,2015
50910,3.0,Strategy,2024
50920,626.0,Action,2024
50920,626.0,RPG,2024
50930,200.0,Action,2015
50930,200.0,RPG,2015
50940,236.0,Action,2024
50940,236.0,RPG,2024
50950,109.0,Action,2015
50970,31.0,Action,2015
50970,31.0,RPG,2015
50980,183.0,Free to Play,2014
50980,183.0,Massively Multiplayer,2014
50980,183.0,RPG,2014
50990,77.0,Free to Play,2015
50990,77.0,Massively Multiplayer,2015
50990,77.0,RPG,2015
51000,926.0,Action,2015
51000,926.0,Indie,2015
51010,5327.0,Adventure,2015
51020,42.0,Action,2015
51030,0.0,Action,2014
51040,418.0,Action,2014
51060,1736.0,Action,2011
51060,1736.0,Free to Play,2011
51060,1736.0,Massively Multiplayer,2011
51100,1554529.0,Action,2011
51100,1554529.0,RPG,2011
55000,14146.0,Racing,2010
55000,14146.0,Sports,2010
55020,1149.0,Action,2014
55020,1149.0,Adventure,2014
55040,172293.0,RPG,2015
55040,172293.0,Adventure,2015
55040,172293.0,Strategy,2015
55100,659798.0,Indie,2015
55100,659798.0,Simulation,2015
55100,659798.0,Sports,2015
55100,659798.0,Strategy,2015
55110,636612.0,Simulation,2014
55110,636612.0,Casual,2014
55130,1237.0,Racing,2012
55130,1237.0,Sports,2012
55140,701010.0,Casual,2014
55140,701010.0,Simulation,2014
55150,2123562.0,Strategy,2014
55190,1324.0,Action,2024
55190,1324.0,Indie,2024
55210,0.0,Adventure,2015
55210,0.0,Casual,2015
55210,0.0,Indie,2015
55210,0.0,Action,2015
55230,24616505.0,Action,2015
55230,24616505.0,Indie,2015
55370,11732.0,Action,2015
56400,8134892.0,Action,2014
56400,8134892.0,Indie,2014
57000,3080.0,Adventure,2024
57200,12651.0,Adventure,2014
57200,12651.0,Indie,2014
57200,12651.0,Action,2014
57200,12651.0,RPG,2014
57300,1429339.0,Action,2014
57400,1213474.0,Strategy,2015
57600,289886.0,Strategy,2015
57620,63598.0,Racing,2015
57620,63598.0,Sports,2015
57640,33566.0,Action,2015
57640,33566.0,Free to Play,2015
57650,93383.0,Adventure,2015
57650,93383.0,Indie,2015
57650,93383.0,RPG,2015
57650,93383.0,Strategy,2015
57680,18090.0,Action,2015
57680,18090.0,Strategy,2015
57690,2853513.0,Action,2015
57690,2853513.0,Indie,2015
57690,2853513.0,Strategy,2015
57700,3096.0,Action,2015
57700,3096.0,Adventure,2015
57700,3096.0,Indie,2015
57730,31048.0,Action,2015
57730,31048.0,Indie,2015
57730,31048.0,Strategy,2015
57740,325588.0,Strategy,2015
57800,7633.0,Adventure,2013
57800,7633.0,Indie,2013
57800,7633.0,RPG,2013
57900,673659.0,Indie,2015
57900,673659.0,Strategy,2015
57970,11054.0,Strategy,2014
58200,13390.0,Action,2024
58230,19228.0,Simulation,2015
58300,5676.0,Action,2015
58300,5676.0,Adventure,2015
58300,5676.0,RPG,2015
58400,5431.0,Simulation,2015
58510,110119.0,Action,2015
58510,110119.0,Free to Play,2015
58510,110119.0,Massively Multiplayer,2015
58510,110119.0,Simulation,2015
58520,396265.0,Action,2015
58520,396265.0,Free to Play,2015
58520,396265.0,Massively Multiplayer,2015
58520,396265.0,Simulation,2015
58540,163178.0,Action,2014
58540,163178.0,Free to Play,2014
58540,163178.0,Massively Multiplayer,2014
58540,163178.0,Simulation,2014
58550,31391.0,Action,2024
58550,31391.0,Indie,2024
58550,31391.0,Strategy,2024
58560,9421.0,Action,2015
58570,6640.0,Indie,2015
58570,6640.0,Simulation,2015
58570,6640.0,Sports,2015
58570,6640.0,Strategy,2015
58610,524770.0,Simulation,2024
60340,7560.0,Indie,2024
60350,3117.0,Action,2015
60600,1668.0,Casual,2013
60600,1668.0,Strategy,2013
60700,2800.0,Simulation,2013
60800,17205.0,Simulation,2024
61000,17854.0,Simulation,2014
61010,10164.0,Simulation,2024
61010,10164.0,Strategy,2024
61100,19665.0,Simulation,2014
61220,1949.0,Adventure,2014
61220,1949.0,Casual,2014
61220,1949.0,Indie,2014
61230,131.0,Action,2014
61230,131.0,RPG,2014
